,Max Temperature In  C
O17:Capacity Planning10,25.28
O17:Capacity Planning11,25.3
O17:Capacity Planning12,25.3
O17:Capacity Planning13,25.3
O17:Capacity Planning14,25.32
O17:Capacity Planning15,25.32
O17:Capacity Planning16,25.34
O17:Capacity Planning17,25.34
O17:Capacity Planning18,25.37
O17:Capacity Planning19,25.37
O17:Capacity Planning20,25.39
O17:Capacity Planning21,25.39
O17:Capacity Planning22,25.39
O17:Capacity Planning23,25.42
O17:Capacity Planning24,25.42
O17:Capacity Planning25,25.44
O17:Capacity Planning26,25.44
O17:Capacity Planning27,25.46
O17:Capacity Planning28,25.46
O17:Capacity Planning29,25.48
O17:Capacity Planning30,25.48
O17:Capacity Planning31,25.48
O17:Capacity Planning32,25.51
O17:Capacity Planning33,25.51
O17:Capacity Planning34,25.52
O17:Capacity Planning35,25.52
O17:Capacity Planning36,25.54
O17:Capacity Planning37,25.54
O17:Capacity Planning38,25.55
O17:Capacity Planning39,25.55
O17:Capacity Planning40,25.55
O17:Capacity Planning41,25.61
O17:Capacity Planning42,25.61
O18:Capacity Planning0,25.25
O18:Capacity Planning1,25.25
O18:Capacity Planning2,25.25
O18:Capacity Planning3,25.25
O18:Capacity Planning4,25.25
O18:Capacity Planning5,25.25
O18:Capacity Planning6,25.25
O18:Capacity Planning7,25.25
O18:Capacity Planning8,25.25
O18:Capacity Planning9,25.25
O18:Capacity Planning10,25.25
O18:Capacity Planning11,25.26
O18:Capacity Planning12,25.26
O18:Capacity Planning13,25.26
O18:Capacity Planning14,25.28
O18:Capacity Planning15,25.28
O18:Capacity Planning16,25.3
O18:Capacity Planning17,25.3
O18:Capacity Planning18,25.32
O18:Capacity Planning19,25.32
O18:Capacity Planning20,25.35
O18:Capacity Planning21,25.35
O18:Capacity Planning22,25.35
O18:Capacity Planning23,25.38
O18:Capacity Planning24,25.38
O18:Capacity Planning25,25.41
O18:Capacity Planning26,25.41
O18:Capacity Planning27,25.45
O18:Capacity Planning28,25.45
O18:Capacity Planning29,25.48
O18:Capacity Planning30,25.48
O18:Capacity Planning31,25.48
O18:Capacity Planning32,25.52
O18:Capacity Planning33,25.52
O18:Capacity Planning34,25.54
O18:Capacity Planning35,25.54
O18:Capacity Planning36,25.56
O18:Capacity Planning37,25.56
O18:Capacity Planning38,25.59
O18:Capacity Planning39,25.59
O18:Capacity Planning40,25.59
O18:Capacity Planning41,25.66
O18:Capacity Planning42,25.66
O19:Capacity Planning0,25.26
O19:Capacity Planning1,25.26
O19:Capacity Planning2,25.25
O19:Capacity Planning3,25.25
O19:Capacity Planning4,25.25
O19:Capacity Planning5,25.25
O19:Capacity Planning6,25.25
O19:Capacity Planning7,25.25
O19:Capacity Planning8,25.25
O19:Capacity Planning9,25.24
O19:Capacity Planning10,25.24
O19:Capacity Planning11,25.24
O19:Capacity Planning12,25.24
O19:Capacity Planning13,25.24
O19:Capacity Planning14,25.24
O19:Capacity Planning15,25.24
O19:Capacity Planning16,25.25
O19:Capacity Planning17,25.25
O19:Capacity Planning18,25.25
O19:Capacity Planning19,25.25
O19:Capacity Planning20,25.26
O19:Capacity Planning21,25.26
O19:Capacity Planning22,25.26
O19:Capacity Planning23,25.27
O19:Capacity Planning24,25.27
O19:Capacity Planning25,25.28
O19:Capacity Planning26,25.28
O19:Capacity Planning27,25.29
O19:Capacity Planning28,25.29
O19:Capacity Planning29,25.31
O19:Capacity Planning30,25.31
O19:Capacity Planning31,25.31
O19:Capacity Planning32,25.32
O19:Capacity Planning33,25.32
O19:Capacity Planning34,25.34
O19:Capacity Planning35,25.34
O19:Capacity Planning36,25.36
O19:Capacity Planning37,25.36
O19:Capacity Planning38,25.39
O19:Capacity Planning39,25.39
O19:Capacity Planning40,25.39
O19:Capacity Planning41,25.45
O19:Capacity Planning42,25.45
O21:Capacity Planning0,25.28
O21:Capacity Planning1,25.28
O21:Capacity Planning2,25.27
O21:Capacity Planning3,25.27
O21:Capacity Planning4,25.27
O21:Capacity Planning5,25.26
O21:Capacity Planning6,25.26
O21:Capacity Planning7,25.26
O21:Capacity Planning8,25.26
O21:Capacity Planning9,25.25
O21:Capacity Planning10,25.25
O21:Capacity Planning11,25.25
O21:Capacity Planning12,25.25
O21:Capacity Planning13,25.25
O21:Capacity Planning14,25.24
O21:Capacity Planning15,25.24
O21:Capacity Planning16,25.24
O21:Capacity Planning17,25.24
O21:Capacity Planning18,25.23
O21:Capacity Planning19,25.23
O21:Capacity Planning20,25.24
O21:Capacity Planning21,25.24
O21:Capacity Planning22,25.24
O21:Capacity Planning23,25.24
O21:Capacity Planning24,25.24
O21:Capacity Planning25,25.24
O21:Capacity Planning26,25.24
O21:Capacity Planning27,25.25
O21:Capacity Planning28,25.25
O21:Capacity Planning29,25.25
O21:Capacity Planning30,25.25
O21:Capacity Planning31,25.25
O21:Capacity Planning32,25.26
O21:Capacity Planning33,25.26
O21:Capacity Planning34,25.27
O21:Capacity Planning35,25.27
O21:Capacity Planning36,25.28
O21:Capacity Planning37,25.28
O21:Capacity Planning38,25.3
O21:Capacity Planning39,25.3
O21:Capacity Planning40,25.3
O21:Capacity Planning41,25.36
O21:Capacity Planning42,25.36
O22:Capacity Planning0,25.34
O22:Capacity Planning1,25.34
O22:Capacity Planning2,25.31
O22:Capacity Planning3,25.31
O22:Capacity Planning4,25.31
O22:Capacity Planning5,25.3
O22:Capacity Planning6,25.3
O22:Capacity Planning7,25.3
O22:Capacity Planning8,25.3
O22:Capacity Planning9,25.31
O22:Capacity Planning10,25.31
O22:Capacity Planning11,25.28
O22:Capacity Planning12,25.28
O22:Capacity Planning13,25.28
O22:Capacity Planning14,25.26
O22:Capacity Planning15,25.26
O22:Capacity Planning16,25.25
O22:Capacity Planning17,25.25
O22:Capacity Planning18,25.24
O22:Capacity Planning19,25.24
O22:Capacity Planning20,25.24
O22:Capacity Planning21,25.24
O22:Capacity Planning22,25.24
O22:Capacity Planning23,25.24
O22:Capacity Planning24,25.24
O22:Capacity Planning25,25.23
O22:Capacity Planning26,25.23
O22:Capacity Planning27,25.23
O22:Capacity Planning28,25.23
O22:Capacity Planning29,25.23
O22:Capacity Planning30,25.23
O22:Capacity Planning31,25.23
O22:Capacity Planning32,25.23
O22:Capacity Planning33,25.23
O22:Capacity Planning34,25.23
O22:Capacity Planning35,25.23
O22:Capacity Planning36,25.23
O22:Capacity Planning37,25.23
O22:Capacity Planning38,25.24
O22:Capacity Planning39,25.24
O22:Capacity Planning40,25.24
O22:Capacity Planning41,25.26
O22:Capacity Planning42,25.26
R12:Capacity Planning0,25.25
R12:Capacity Planning1,25.25
R12:Capacity Planning2,25.26
R12:Capacity Planning3,25.26
R12:Capacity Planning4,25.26
R12:Capacity Planning5,25.28
R12:Capacity Planning6,25.28
R12:Capacity Planning7,25.3
R12:Capacity Planning8,25.3
R12:Capacity Planning9,25.32
R12:Capacity Planning10,25.32
R12:Capacity Planning11,25.33
R12:Capacity Planning12,25.33
R12:Capacity Planning13,25.33
R12:Capacity Planning14,25.35
R12:Capacity Planning15,25.35
R12:Capacity Planning16,25.35
R12:Capacity Planning17,25.35
R12:Capacity Planning18,25.36
R12:Capacity Planning19,25.36
R12:Capacity Planning20,25.37
R12:Capacity Planning21,25.37
R12:Capacity Planning22,25.37
R12:Capacity Planning23,25.38
R12:Capacity Planning24,25.38
R12:Capacity Planning25,25.39
R12:Capacity Planning26,25.39
R12:Capacity Planning27,25.4
R12:Capacity Planning28,25.4
R12:Capacity Planning29,25.43
R12:Capacity Planning30,25.43
R12:Capacity Planning31,25.43
R12:Capacity Planning32,25.45
R12:Capacity Planning33,25.45
R12:Capacity Planning34,25.49
R12:Capacity Planning35,25.49
R12:Capacity Planning36,25.54
R12:Capacity Planning37,25.54
R12:Capacity Planning38,25.6
R12:Capacity Planning39,25.6
R12:Capacity Planning40,25.6
R12:Capacity Planning41,25.68
R12:Capacity Planning42,25.68
R13:Capacity Planning0,25.27
R13:Capacity Planning1,25.27
R13:Capacity Planning2,25.29
R13:Capacity Planning3,25.29
R13:Capacity Planning4,25.29
R13:Capacity Planning5,25.3
R13:Capacity Planning6,25.3
R13:Capacity Planning7,25.31
R13:Capacity Planning8,25.31
R13:Capacity Planning9,25.32
R13:Capacity Planning10,25.32
R13:Capacity Planning11,25.34
R13:Capacity Planning12,25.34
R13:Capacity Planning13,25.34
R13:Capacity Planning14,25.35
R13:Capacity Planning15,25.35
R13:Capacity Planning16,25.37
R13:Capacity Planning17,25.37
R13:Capacity Planning18,25.38
R13:Capacity Planning19,25.38
R13:Capacity Planning20,25.4
R13:Capacity Planning21,25.4
R13:Capacity Planning22,25.4
R13:Capacity Planning23,25.41
R13:Capacity Planning24,25.41
R13:Capacity Planning25,25.42
R13:Capacity Planning26,25.42
R13:Capacity Planning27,25.42
R13:Capacity Planning28,25.42
R13:Capacity Planning29,25.42
R13:Capacity Planning30,25.42
R13:Capacity Planning31,25.42
R13:Capacity Planning32,25.41
R13:Capacity Planning33,25.41
R13:Capacity Planning34,25.43
R13:Capacity Planning35,25.43
R13:Capacity Planning36,25.47
R13:Capacity Planning37,25.47
R13:Capacity Planning38,25.53
R13:Capacity Planning39,25.53
R13:Capacity Planning40,25.53
R13:Capacity Planning41,25.61
R13:Capacity Planning42,25.61
R14:Capacity Planning0,25.27
R14:Capacity Planning1,25.27
R14:Capacity Planning2,25.28
R14:Capacity Planning3,25.28
R14:Capacity Planning4,25.28
R14:Capacity Planning5,25.29
R14:Capacity Planning6,25.29
R14:Capacity Planning7,25.3
R14:Capacity Planning8,25.3
R14:Capacity Planning9,25.32
R14:Capacity Planning10,25.32
R14:Capacity Planning11,25.33
R14:Capacity Planning12,25.33
R14:Capacity Planning13,25.33
R14:Capacity Planning14,25.35
R14:Capacity Planning15,25.35
R14:Capacity Planning16,25.36
R14:Capacity Planning17,25.36
R14:Capacity Planning18,25.38
R14:Capacity Planning19,25.38
R14:Capacity Planning20,25.4
R14:Capacity Planning21,25.4
R14:Capacity Planning22,25.4
R14:Capacity Planning23,25.42
R14:Capacity Planning24,25.42
R14:Capacity Planning25,25.43
R14:Capacity Planning26,25.43
R14:Capacity Planning27,25.44
R14:Capacity Planning28,25.44
R14:Capacity Planning29,25.44
R14:Capacity Planning30,25.44
R14:Capacity Planning31,25.44
R14:Capacity Planning32,25.44
R14:Capacity Planning33,25.44
R14:Capacity Planning34,25.44
R14:Capacity Planning35,25.44
R14:Capacity Planning36,25.44
R14:Capacity Planning37,25.44
R14:Capacity Planning38,25.45
R14:Capacity Planning39,25.45
R14:Capacity Planning40,25.45
R14:Capacity Planning41,25.48
R14:Capacity Planning42,25.48
R16:Capacity Planning0,25.26
R16:Capacity Planning1,25.26
R16:Capacity Planning2,25.26
R16:Capacity Planning3,25.26
R16:Capacity Planning4,25.26
R16:Capacity Planning5,25.27
R16:Capacity Planning6,25.27
R16:Capacity Planning7,25.28
R16:Capacity Planning8,25.28
R16:Capacity Planning9,25.29
R16:Capacity Planning10,25.29
R16:Capacity Planning11,25.31
R16:Capacity Planning12,25.31
R16:Capacity Planning13,25.31
R16:Capacity Planning14,25.32
R16:Capacity Planning15,25.32
R16:Capacity Planning16,25.34
R16:Capacity Planning17,25.34
R16:Capacity Planning18,25.35
R16:Capacity Planning19,25.35
R16:Capacity Planning20,25.37
R16:Capacity Planning21,25.37
R16:Capacity Planning22,25.37
R16:Capacity Planning23,25.38
R16:Capacity Planning24,25.38
R16:Capacity Planning25,25.39
R16:Capacity Planning26,25.39
R16:Capacity Planning27,25.39
R16:Capacity Planning28,25.39
R16:Capacity Planning29,25.4
R16:Capacity Planning30,25.4
R16:Capacity Planning31,25.4
R16:Capacity Planning32,25.4
R16:Capacity Planning33,25.4
R16:Capacity Planning34,25.39
R16:Capacity Planning35,25.39
R16:Capacity Planning36,25.39
R16:Capacity Planning37,25.39
R16:Capacity Planning38,25.39
R16:Capacity Planning39,25.39
R16:Capacity Planning40,25.39
R16:Capacity Planning41,25.39
R16:Capacity Planning42,25.39
R17:Capacity Planning0,25.25
R17:Capacity Planning1,25.25
R17:Capacity Planning2,25.25
R17:Capacity Planning3,25.25
R17:Capacity Planning4,25.25
R17:Capacity Planning5,25.25
R17:Capacity Planning6,25.25
R17:Capacity Planning7,25.25
R17:Capacity Planning8,25.25
R17:Capacity Planning9,25.25
R17:Capacity Planning10,25.25
R17:Capacity Planning11,25.26
R17:Capacity Planning12,25.26
R17:Capacity Planning13,25.26
R17:Capacity Planning14,25.26
R17:Capacity Planning15,25.26
R17:Capacity Planning16,25.27
R17:Capacity Planning17,25.27
R17:Capacity Planning18,25.28
R17:Capacity Planning19,25.28
R17:Capacity Planning20,25.28
R17:Capacity Planning21,25.28
R17:Capacity Planning22,25.28
R17:Capacity Planning23,25.29
R17:Capacity Planning24,25.29
R17:Capacity Planning25,25.29
R17:Capacity Planning26,25.29
R17:Capacity Planning27,25.3
R17:Capacity Planning28,25.3
R17:Capacity Planning29,25.3
R17:Capacity Planning30,25.3
R17:Capacity Planning31,25.3
R17:Capacity Planning32,25.31
R17:Capacity Planning33,25.31
R17:Capacity Planning34,25.31
R17:Capacity Planning35,25.31
R17:Capacity Planning36,25.32
R17:Capacity Planning37,25.32
R17:Capacity Planning38,25.32
R17:Capacity Planning39,25.32
R17:Capacity Planning40,25.32
R17:Capacity Planning41,25.33
R17:Capacity Planning42,25.33
R18:Capacity Planning0,25.25
R18:Capacity Planning1,25.25
R18:Capacity Planning2,25.24
R18:Capacity Planning3,25.24
R18:Capacity Planning4,25.24
R18:Capacity Planning5,25.24
R18:Capacity Planning6,25.24
R18:Capacity Planning7,25.24
R18:Capacity Planning8,25.24
R18:Capacity Planning9,25.24
R18:Capacity Planning10,25.24
R18:Capacity Planning11,25.24
R18:Capacity Planning12,25.24
R18:Capacity Planning13,25.24
R18:Capacity Planning14,25.24
R18:Capacity Planning15,25.24
R18:Capacity Planning16,25.24
R18:Capacity Planning17,25.24
R18:Capacity Planning18,25.24
R18:Capacity Planning19,25.24
R18:Capacity Planning20,25.25
R18:Capacity Planning21,25.25
R18:Capacity Planning22,25.25
R18:Capacity Planning23,25.25
R18:Capacity Planning24,25.25
R18:Capacity Planning25,25.25
R18:Capacity Planning26,25.25
R18:Capacity Planning27,25.25
R18:Capacity Planning28,25.25
R18:Capacity Planning29,25.25
R18:Capacity Planning30,25.25
R18:Capacity Planning31,25.25
R18:Capacity Planning32,25.26
R18:Capacity Planning33,25.26
R18:Capacity Planning34,25.26
R18:Capacity Planning35,25.26
R18:Capacity Planning36,25.26
R18:Capacity Planning37,25.26
R18:Capacity Planning38,25.25
R18:Capacity Planning39,25.25
R18:Capacity Planning40,25.25
R18:Capacity Planning41,25.25
R18:Capacity Planning42,25.25
R20:Capacity Planning0,25.25
R20:Capacity Planning1,25.25
R20:Capacity Planning2,25.24
R20:Capacity Planning3,25.24
R20:Capacity Planning4,25.24
R20:Capacity Planning5,25.24
R20:Capacity Planning6,25.24
R20:Capacity Planning7,25.24
R20:Capacity Planning8,25.24
R20:Capacity Planning9,25.24
R20:Capacity Planning10,25.24
R20:Capacity Planning11,25.24
R20:Capacity Planning12,25.24
R20:Capacity Planning13,25.24
R20:Capacity Planning14,25.24
R20:Capacity Planning15,25.24
R20:Capacity Planning16,25.25
R20:Capacity Planning17,25.25
R20:Capacity Planning18,25.25
R20:Capacity Planning19,25.25
R20:Capacity Planning20,25.25
R20:Capacity Planning21,25.25
R20:Capacity Planning22,25.25
R20:Capacity Planning23,25.25
R20:Capacity Planning24,25.25
R20:Capacity Planning25,25.25
R20:Capacity Planning26,25.25
R20:Capacity Planning27,25.25
R20:Capacity Planning28,25.25
R20:Capacity Planning29,25.25
R20:Capacity Planning30,25.25
R20:Capacity Planning31,25.25
R20:Capacity Planning32,25.25
R20:Capacity Planning33,25.25
R20:Capacity Planning34,25.24
R20:Capacity Planning35,25.24
R20:Capacity Planning36,25.24
R20:Capacity Planning37,25.24
R20:Capacity Planning38,25.24
R20:Capacity Planning39,25.24
R20:Capacity Planning40,25.24
R20:Capacity Planning41,25.24
R20:Capacity Planning42,25.24
R21:Capacity Planning0,25.23
R21:Capacity Planning1,25.23
R21:Capacity Planning2,25.22
R21:Capacity Planning3,25.22
R21:Capacity Planning4,25.22
R21:Capacity Planning5,25.22
R21:Capacity Planning6,25.22
R21:Capacity Planning7,25.21
R21:Capacity Planning8,25.21
R21:Capacity Planning9,25.21
R21:Capacity Planning10,25.21
R21:Capacity Planning11,25.22
R21:Capacity Planning12,25.22
R21:Capacity Planning13,25.22
R21:Capacity Planning14,25.22
R21:Capacity Planning15,25.22
R21:Capacity Planning16,25.23
R21:Capacity Planning17,25.23
R21:Capacity Planning18,25.23
R21:Capacity Planning19,25.23
R21:Capacity Planning20,25.24
R21:Capacity Planning21,25.24
R21:Capacity Planning22,25.24
R21:Capacity Planning23,25.24
R21:Capacity Planning24,25.24
R21:Capacity Planning25,25.25
R21:Capacity Planning26,25.25
R21:Capacity Planning27,25.25
R21:Capacity Planning28,25.25
R21:Capacity Planning29,25.25
R21:Capacity Planning30,25.25
R21:Capacity Planning31,25.25
R21:Capacity Planning32,25.25
R21:Capacity Planning33,25.25
R21:Capacity Planning34,25.24
R21:Capacity Planning35,25.24
R21:Capacity Planning36,25.24
R21:Capacity Planning37,25.24
R21:Capacity Planning38,25.23
R21:Capacity Planning39,25.23
R21:Capacity Planning40,25.23
R21:Capacity Planning41,25.23
R21:Capacity Planning42,25.23
